Orchestration architecture;Container Orchestration algorithm;Tasks Orchestration Algorithm;Edge devices count;Total tasks execution delay (s);Average execution delay (s);Total tasks waiting time (s);Average waiting time (s);Number of generated tasks;Tasks successfully executed;Tasks Success Rate;Task not executed (No resources available or long waiting time);Tasks failed (delay);Tasks failed (device dead);Tasks failed (mobility);Tasks not generated due to the death of devices;Total tasks executed (Cloud);Tasks successfully executed (Cloud);Total tasks executed (Edge);Tasks successfully executed (Edge);Total tasks executed (Far Edge);Tasks successfully executed (Far Edge);Total tasks executed (Mist);Tasks successfully executed (Mist);Network usage (s);Wan usage (s);Lan usage (s);Fiber usage (s);Total network traffic (MBytes); Containers wan usage (s); Containers lan usage (s); Containers Fiber usage (s);Average bandwidth per task (Mbps);Average CPU usage (%);Average CPU usage (Cloud) (%);Average CPU usage (Edge) (%);Average CPU usage (Far Edge) (%);Average CPU usage (Mist) (%);Energy consumption of computing nodes (Wh);Average energy consumption (Wh/Computing node);Cloud energy consumption (Wh);Average Cloud energy consumption (Wh/Data center);Edge energy consumption (Wh);Average Edge energy consumption (Wh/Data center);Far Edge energy consumption (Wh);Average Far Edge energy consumption (Wh/Device);Mist energy consumption (Wh);Average Mist energy consumption (Wh/Device);WAN energy consumption (Wh); MAN energy consumption (Wh); LAN energy consumption (Wh); Fiber energy consumption (Wh);WiFi energy consumption (Wh); LTE energy consumption (Wh); Ethernet energy consumption (Wh);Dead devices count;Average remaining power (Wh);Average remaining power (%);First edge device death time (s);List of remaining power (%) (only battery powered devices / 0 = dead);List of the time when each device died (s);Smart City
EDGE_ONLY;TRADE_OFF;ROUND_ROBIN;128;6034,2857;0,2381;1184,7619;0,0467;25344;25308,0;99,858;0;36;0;0;0;0;0;25344;25344;0;0;0;0;52,91827200001083;0,0019199999999999992;52,91827200001083;171,34401384177656;5578,080000009356;0,0016;0,0;0,0;5895509,429791992;0,0964;0;12,5297;0;0;6150,8355;47,3141;0;0;198,6508;198,6508;5137,0667;40,1333;815,118;6,3681;0,0002;0;1,0786;0,5786;1,0786;0;0;0;0;0;-1,0;[];[];0,28860467861956635
