Orchestration architecture;Container Orchestration algorithm;Tasks Orchestration Algorithm;Edge devices count;Total tasks execution delay (s);Average execution delay (s);Total tasks waiting time (s);Average waiting time (s);Number of generated tasks;Tasks successfully executed;Tasks Success Rate;Task not executed (No resources available or long waiting time);Tasks failed (delay);Tasks failed (device dead);Tasks failed (mobility);Tasks not generated due to the death of devices;Total tasks executed (Cloud);Tasks successfully executed (Cloud);Total tasks executed (Edge);Tasks successfully executed (Edge);Total tasks executed (Far Edge);Tasks successfully executed (Far Edge);Total tasks executed (Mist);Tasks successfully executed (Mist);Network usage (s);Wan usage (s);Lan usage (s);Fiber usage (s);Total network traffic (MBytes); Containers wan usage (s); Containers lan usage (s); Containers Fiber usage (s);Average bandwidth per task (Mbps);Average CPU usage (%);Average CPU usage (Cloud) (%);Average CPU usage (Edge) (%);Average CPU usage (Far Edge) (%);Average CPU usage (Mist) (%);Energy consumption of computing nodes (Wh);Average energy consumption (Wh/Computing node);Cloud energy consumption (Wh);Average Cloud energy consumption (Wh/Data center);Edge energy consumption (Wh);Average Edge energy consumption (Wh/Data center);Far Edge energy consumption (Wh);Average Far Edge energy consumption (Wh/Device);Mist energy consumption (Wh);Average Mist energy consumption (Wh/Device);WAN energy consumption (Wh); MAN energy consumption (Wh); LAN energy consumption (Wh); Fiber energy consumption (Wh);WiFi energy consumption (Wh); LTE energy consumption (Wh); Ethernet energy consumption (Wh);Dead devices count;Average remaining power (Wh);Average remaining power (%);First edge device death time (s);List of remaining power (%) (only battery powered devices / 0 = dead);List of the time when each device died (s);Smart Building;E-Health;Smart City;DAZN;Video Gaming
EDGE_ONLY;RATE_MULTI_OBIETTIVO;ROUND_ROBIN;298;12518,6526;0,0171;54348,5968;0,0743;731544;358294,0;48,9778;0;373250;0;0;0;0;0;731544;731544;0;0;0;0;2644,3795385283656;6276,137610390941;2644,3795385283656;6278,318369396775;806033,9120169326;195,04000000000062;0,0;0,0;2227307,1362459348;0,0387;0;3,9006;0;0;14557,8925;48,2049;0;0;531,0187;177,0062;11959,7333;40,1333;2067,1405;6,9367;61,471;0;154,4625;40,2623;154,4625;0;0;0;0;0;-1,0;[];[];0,11206486922260721;0,027319093194725183;0,018088302369589405;0,11581915229415064;0,11546462121034513
